Search Keyword,Platform,Job ID,Job Title,Company Name,Location,Job Description,Rating,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Collection Date
service,Indeed,p_1db0982e5ec77618,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=1db0982e5ec77618&fccid=5418c7f80d357c33&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_743f9f53df679a86,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=743f9f53df679a86&fccid=4a122151e2e393a7&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_f98e1a6de642d217,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken/company/WeAreBrain/jobs/Junior-Creative-Content-Manager-f98e1a6de642d217?fccid=9e7be8162bdd4d77&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_d0dcad3df4a65f8e,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=d0dcad3df4a65f8e&fccid=b75000dcc110c92e&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_715a61ee4ee6585c,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=715a61ee4ee6585c&fccid=b71be1bac7328e80&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_669aa68aa0e24aac,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=669aa68aa0e24aac&fccid=2ca3e967a88ade6a&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_f1694c82a6a5d3f3,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=f1694c82a6a5d3f3&fccid=c540a96fc33624b4&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,pj_570803e5a3f1f71f,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken/pagead/clk?mo=r&ad=-6NYlbfkN0CgejQQeBHOr-YKMfyIs1OeaBOhJXjS9cxbBWRyfDEYUn0DCCkkeGQInD4FqDiFo7lwUy3VCaS0RxaEQFciop2tpNzMfVF62J6yI8vw23fE74w2IUAFeZt1Osig9-DgXq57BGtuUJfzzCabzO0Jdd2dqkcYZc1xFw4DYx7GEaGcoMan2aPoRZDz6BOXM4obZRrNYZvhc4QhpYNIQXCMcmFBRjpjrnlI7xFXvquwAQj2SawVGWjkAwuhE4ySLCipt1wOCkxpd8AdxNjSG7MC-UIszGvbhxuOUnuc988zNMdldu6z-XMbNtJ7c6bdy5j2fwJX3uZDQsPKRlK8oKYjesiPMI9p6LO5bCHMgop-eTR5s2eLKQBu_Sy7TfTP_FHW8KXsOlOlqsfq-XDf3XXo71HCPyyfxt4TqgLDak6ZQwdTqsVXNf8Vb2r4QD89ASujqss=&p=10&fvj=1&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,p_90b7c97541eeebaa,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken?jk=90b7c97541eeebaa&fccid=7e72e3d784cd75de&vjs=3,Vandaag,Vandaag,2021-03-24
service,Indeed,pj_68268b635b94dd0f,Scientific Communication Officer,European Medicines Agency, Amsterdam,"Working for every patient in Europe
Working at EMA, you can make a difference in protecting the health of every individual and animal in Europe. Whatever your expertise, you will be part of a diverse and highly regarded team of over 800 talented colleagues. You will work at the heart of medicines development and regulation, while enjoying attractive benefits and a healthy work-life balance.
About this role
As a Scientific Communication Officer at EMA, you will be involved in writing safety announcements, public-friendly overviews for new medicines and other documents for patients, healthcare professionals and the general public. In preparing these documents, you will be interpreting complex scientific information and explaining it in plain English to help improve public understanding of the science underpinning EMA regulatory decisions.

You will also be involved in replying to queries about medicines from the general public and shaping messages to help communication experts across the EU network provide the public and the media with up-to-date information about medicines.

You will be part of team of medical writers working closely with press colleagues and with scientific and regulatory experts across the Agency.
The eligibility requirements
Enjoy full rights as a citizen of a European Union Member State or Iceland, Lichtenstein and Norway.
Possess a university degree in medicine, pharmacy or life-sciences (minimum of three years or more), that must have been obtained by the closing date of this vacancy notice.
Have at least 3 years’ relevant professional experience in writing or editing (e.g. as a medical writer) after obtaining the relevant degree and before the closing date of this vacancy notice.
Have a thorough knowledge of English (at least level C1) and a satisfactory knowledge of another official language of the European Union (at least level B2).
Have fulfilled any obligations imposed by applicable laws concerning military service - if applicable.


In addition, it also essential to have:
At least 3 years professional experience in a writing or editing role (e.g. as a medical writer) interpreting complex, scientific information and explaining it in plain English.
Professional experience writing for patients, healthcare professionals or the general public.
Writing and editing experience in the fields of medicines, science or public health.
Very good editorial, grammar and proof-reading skills.

How to apply?
If this sounds interesting to you, click on 'apply' to read more about the role, experience and skills required, employment conditions, and to submit your application.
Closing date for applications is 9 April 2021 at 23.59 CET
Areas of Research
Pharmacy
Communication & Media
Public Administration",-1,-1,https://indeed.nl/rc/clk?jk=1db0982e5ec77618&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=ed55a6d73c39f556&assa=5471,https://nl.indeed.com/vacature-bekijken/pagead/clk?mo=r&ad=-6NYlbfkN0Bg_L2H-lAoJFNSE4bMvzrpZaP2mwQX2r5dcZkSbbmrIRlPtWhaBtpbxaWjgB_YtxgYEjpAacKXHhGgDutkytYNr00icytDNy3-lU2zYUfbOp2mHWAzTzDH0j6u3BjLC5-t0tUhSWIKbdX2pCKJV9dcpyobPyYVXellGHOx3Awuot3_vjNmx8nL6Fenf4bbE4Awv-nu5M9Zj3HR8OMG2P9Ges3aYj_al3FrXDovRTOoUgCq19x8Y3kbkhpTbDgDgRDBek1BwfxRv82Y50QM6zq16FluokCGSjGj822rHI28bGuY5-P_LKVEiArNnufmPqYcvBee34z4MOfR1-QpnqjR9WeGdtlj6r1b_YmgVq7nkmHONJHcz3VAEAG8iXb5A4kshZrxVWmpcyjochQG4gUZmndpG8lwLQnkt-5JjiBBeo0gaJ_xm0FmOpf4v1fRGkv-6Q7tWYVP1oqS59Nq48u6H4mg1XzksFTwthBhc0jDLSW6E-V-R1_TYgZiB8GtNy-zyUTwVf5TMI0qZ3J_abEPLkXeOCJPPYefvZBJ_TSVxxofsCl9W20gvm62ejC5n31LH9idVwn4dQyAOzQeKmEaWwgqUftCOPqthsZhBOY1ZGjURSEuxMpZCdo4iXSIMzH0-QS57Aeai5yJeGhQ2wpcqwRm0QJNLEAXNCbhxZ7iWjYVUT3hA_bkqkM9sccwkm946Een-y6GCJO0nzXiSc6SrzNBKj13oTl0iEq0Yre-7uQLxDpxXiZpD6SIr5pKf1Nebx98NfcgAw9D01LPNYj4hNDY2d-xGsVj5RxG2kOUlihGEv1v6b05608LwapGUk55d_9_L-4Tw9YZLz3ecdwGVaXz_VzcVKRFt0M3m_We1wexgubw5xivr8CWy8uI-_eU4XlRj6FcmCgSeb-v7YV-b9p8TP0fyQ8=&p=12&fvj=0&vjs=3,Vandaag,Vandaag,2021-03-24
