,Search Keyword,Platform,Job ID,Job Title,Company Name,Location,Job Description,Rating,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Collection Date,Language,Dutch Requirement,English Requirement,Sector,Gender_Female,Gender_Mixed,Gender_Male,Age_Older,Age_Mixed,Age_Younger,Gender_Num,Age_Num,Sector Code,% Female,% Male,% Older,% Younger,Gender,Age
0,education,Indeed,pj_d3239921e72c13c9,Campus Support Coordinator,Northumbria University Amsterdam, Amsterdam,"About the role: Based at Northumbria University Amsterdam in the Netherlands, this is a fantastic opportunity for a motivated individual to join the Educational Partnerships Team as a Campus Support Coordinator. Reporting to the Campus Operations Manager (Amsterdam), you will provide professional support to the operations of the Amsterdam Campus.The remit of the role is broad and varies according to the academic cycle – example activities include; planning and delivering start of year activities, providing one to one guidance to students and colleagues on wellbeing, engagement and academic matters, high-level administration in relation to processing student engagement and academic support tasks, and liaising with internal and external stakeholders to support the delivery of a range of services to an excellent standard. Experience of working in an educational setting, preferably in the UK or Netherlands, is essential. The successful candidate will also be fluent in Dutch and English.Supporting the operations of the Amsterdam Campus and aligned to the Educational Partnerships Team, the role works in close collaboration with other teams within Student, Library and Academic Services, in particular Student Life and Wellbeing, Academic Registry and Student Engagement. The role will also work with colleagues across the University and beyond such as the Faculties of Business & Law, Engineering and Environment, Arts Design and Social Sciences, Applicant Services, Student Recruitment and the Amsterdam University of Applied Sciences.About Northumbria University Amsterdam Campus: Northumbria is a research-rich, business-focused, professional university with a global reputation for academic excellence. It is based in the heart of Newcastle upon Tyne, UK, and has two further campuses in vibrant capital cities of London and Amsterdam. Northumbria is transforming to take on tomorrow and work in partnership with other higher education institutions across the world attracting students from 136 countries. Over the last decade, Northumbria has invested more than £ 250m in its campuses to provide students with a world-class experience during their time with the University.Northumbria University and the Amsterdam University of Applied Sciences (AUAS) created a strategic partnership by signing a Memorandum of Understanding between the two institutions. The partnership between AUAS and Northumbria is a proactive, innovative and strategic response to the challenges and opportunities the University faces, especially in light of Brexit, in its ambition to establish a global reputation for academic excellence set in one of Europe's fastest growing markets. Located within AUAS, the campus opened its doors in September 2018 offering UK-accredited postgraduate qualifications and the chance for undergraduates from both institutions to experience overseas study on real business projects.Northumbria University Amsterdam Campus now offers a variety of one-year postgraduate programs, international undergraduate student mobility opportunities, join-research activity, knowledge exchange projects and doctorate opportunities.For further information about Northumbria University Amsterdam Campus, please see https://www.northumbria.ac.uk/about-us/our-campuses/amsterdam/.How to apply: Please note applications will only be accepted through the Northumbria University vacancy portal. The full role description and the link to apply can be found via https://www.northumbria.ac.uk/work-for-us/job-vacancies/professional-3347-campus-support-coordinator-amsterdamFurther information: This vacancy is fixed-term for 12 months and based at Northumbria University Amsterdam in the Netherlands. Please note, immigration sponsorship and relocation expenses will not be provided.For further information or an informal discussion about the vacancy, please contact Ally Layton-Bennett (Campus Operations Manager) by email.Contract duration 12 monthsApplication deadline: 7-2-2021Expected start date: 1-4-2021Job Types: Full-time, TemporarySalary: €32,000.00 - €39,000.00 per yearCOVID-19 considerations:Due to COVID-19 our office-based staff are currently working from home and will attend campus only for essential activities which cannot be carried out remotely. Please note interviews will take place via Microsoft Teams.Location:Amsterdam (Preferred)",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken/pagead/clk?mo=r&ad=-6NYlbfkN0CrjpphkyR7teZGrtjdI8WG5VtKX36uuOxW_YMsywbttpOF9-i6Ep6ycElxze8bDzi905x26-ZFiSkH2yXvhSdkbnUdaOR2LuHrFaIS641z66fwGhIB3hyyOL9eIgbLWJ-U0GYiMpRBf5ybH8MKerys4f4rTC0vMTxX6ncZ3Yg0_LjKxoOdsZTbGfD-4eMr7ql9sXOFqfjDp_vt-jTpKO5m9veY4ZNyIBYLtzotxG58Gb5Ac-68lKWeBrMO1OKL9VcBvs5L1yGyYCBUzp6UZAX5VqK_AVtw0Ms0FDL8jvpHn2RY6s4p8U6p2RMWLZ8QSVaSWJ2iV-hTfqJBlTBcngIEpARcHeRa11fECk_Lz-SAosQcEp-bqlfrEdrVLRzTJVSn_U_IcuWEywmS9r6XdG7LH223uizqp736PQ0O6bDr7EJvz-iY8uMpYQxmqloWM_J_uzwCT05xWlxOfZvfxN1U&p=0&fvj=1&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
1,education,Indeed,p_20c7cccb0c76a415,Sales Assistant - Fixed Term Contract,WHSmith, Schiphol,"WH Smith is one of the World’s most popular bookseller, newsagent and convenience retailers and is loved by millions of customers who shop in our Stores across the world.As part of our International expansion WH Smith is coming to Holland to open our third Store in Amsterdam’s hugely popular and busy Schiphol Airport offering a variety of shifts. As such we are looking for a team of highly driven and dynamic individuals to drive the performance of this brand new store.It is a fantastic opportunity to not only be part of this exciting team but to also join a well known global company that places a high emphasis on its people, its customers and products. With our international businesses more successful than ever, there’s great scope for growth – and you can be part of it.The Opportunity: Do you thrive in a fast paced environment where no two days are the same, then look no further. We are looking for exceptional individuals used to working in a customer focused environment and highlighting promotions to join our brand new store based in Schiphol Airport. Working in a team you will play an active role in providing a positive customer experience and driving sales.Please note some of our shift patterns require 5am starts.The Accountabilities: To always deliver a friendly service, smiling, greeting and making eye contact with every customer you come into contact withWorking on tills accurately and efficiently, to provide a positive customer experience.Carry out stock replenishment, ensuring all areas of the store remain tidyWorking as an active member of the team, supporting colleagues in all tasksMeeting high standards of display and visual merchandising to ensure the store is well presented. Accurately following planogramsDemonstrate good product knowledge to customers on key promotions and offers. Approaching customers that may require assistance if you are on the shop floorTargeted on having appropriate Till Point Conversations with every customer to add on sales and increase the average transaction value.Role will involve pushing heavy cages and moving stock over long distancesAccepting and receiving deliveriesOccasionally you will be required to open and close the StoresThe Requirements: Experience gained within a retail environment would be idealSales DrivenIdeally you will have previous customer service experienceConfident approach towards maximising sales opportunitiesStrong communication skills and ability to participate as a key team memberAbility to work under pressure in a fast paced environmentFlexibility with working hours and the availability of transport due to shift timesFluency in spoken and written English is essentialAirside pass requirements – valid passport, 5 years continuous referencing, consent to undertake a Criminal Record CheckJob Types: Part-time, ContractEducation:Preferred",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken/company/WHSmith/jobs/Sales-Assistant-20c7cccb0c76a415?fccid=e6d10f9c77816214&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
2,education,Indeed,p_9f36f938b73b852c,Junior Event Coordinator,European Association For International Education, Amsterdam,"As the European Association for International Education's Events Coordinator, you arrive with experience to make our events a success. Every day is varied and a new adventure. One day you are handling administrative tasks and the other day you are assisting with logistic arrangements for an event. You are ready to adapt to the new era of both virtual and in-person events. You thrive in an international environment and feel comfortable working independently when needed. This role is for 4-to-5 days a week and you will report to the Head of Events.

Responsibilities

Support the coordination of (logistical) arrangements for the EAIE's Annual Conference & Exhibition and other EAIE events (both in advance and on-site).
Help shape event objectives based on one’s area of expertise.
Conduct research as well as be responsible for the administration, planning and execution of projects within the events team.
Act as the point of contact for a number of (local) stakeholders, such as suppliers, agencies, and partners.


Must-haves

At least 2-to-4 years in a similar position.
HBO/University degree and conceptual level, ideally with a degree in Event management or hospitality management.
Tech savvy: you master new tools in a heartbeat and type faster than you talk.
Good written and verbal communication skills in English.
Great attention to detail.
Excellent interpersonal skills.
Ability to travel within Europe several times a year.
Already settled in the Netherlands with a valid work permit.


Your skills

You get things done: You follow through on every request, no matter how big or small. You keep your cool under pressure and know how to priorities your tasks. When you need help, you’re not afraid to ask.
You’re a team player: You have the ability to work effectively with others and enjoy engaging with colleagues from around the world. You are respectful of different approaches to the work at hand.
You're a great multitasker: You understand that some tasks may take longer than expected due to matters outside of your control, so you're patient and happy to prioritise other tasks in the meantime.


Our benefits

The EAIE offers a stimulating work environment, a generous benefit package, and an international staff who are dedicated to our mission.

Competitive salary: EUR 2400 to 2700 gross per month based on experience and based on 37.5 hours per week. An option to work 30 hours can also be discussed. An initial 7 month contract will be offered.
Work hard, play hard: 25 days of holiday per year (plus 10 days at Christmas).
Retire in style: we contribute while you contribute to your pension scheme.
Ride the train: 100% of your daily transportation covered if you live outside of Amsterdam.
Health is wealth: 50% of your monthly health insurance coverage covered.

Qualifying candidates may be contacted before application deadline. Candidates must already reside in the Netherlands.


The application deadline is open until position is filled. Due to the current COVID-19 situation, the hiring process may not be completed until after an in-person interview is possible.",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken?jk=9f36f938b73b852c&fccid=c56788a91c8f1a4c&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
3,education,Indeed,pj_5bda97eaeebb6f8d,Administrative Support Assistant,HOSTKEY, Amsterdam Centrum,"Administrative Support AssistantInternational hosting and cloud solutions provider HOSTKEY is looking for exceptional talented Administrative Assistant to join our company.LOCATION: Amsterdam office, the NetherlandsJOB TYPE: Full-time (25-40 hours)ORGANIZATION: HOSTKEYJob DescriptionThis is a great opportunity to become part of the expanding HOSTKEY family and build an exciting future with us.The current opening is for an Administrative Support Assistant **- a permanent, full-time position (25-40 hours a week). This job has a diverse range of mixed tasks related to administrative support and the maintenance of an efficient office environment.You will be a part of a fast-growing tech company. We are looking forward to receiving your application including your possible start date and desired compensation. Salary is to be negotiated depending on experience and qualifications.The employment contract has a 6-month trial period, after which it will be extended to 12 months.ResponsibilitiesCoordinate all the administrative duties in the office and ensure that the office operates smoothly.Provide financial and administrative support: handle the incoming invoices from arrival to complete payment, and control receiving payments, process them, verify and reconcile invoices. Ensure that invoices are paid.Maintain accounting ledgers by verifying and posting account transactions. Prepare monthly invoice reports for the external accountant.Communicate with the external accountancy, legal and other service providers.Research vendor prices for monthly hardware purchases, monitor discount opportunities, source for suppliers, collect price quotations, place orders and control payments to the hardware vendors.Receive and sort incoming mail and deliveries, and manage outgoing mail and deliveries.Manage office stationery, inventory, and place orders as necessary.Look for ways to improve processes, and ensure that employees are satisfied with current operations.Assist the Office Director in miscellaneous daily operationsCandidate ProfileFluent in English, RussianKnowledge of Dutch is a plusReady to live in the Greater Amsterdam Area/RandstadResponsible and results-oriented with outstanding organizational skills.Reliable, self-motivated, and a team player with a confident and friendly manner.A high-energy person who is passionate about their work.Maintain a convincing presence promoting the image of a person with a drive for excellence and a “can do” attitude.Ready to work irregular hours (person with no “9 to 5” attitude).Able to multi-task projects and prioritize effectively.Self-motivated with a willingness to take on ownership and accountability for projects.Desired Skills & ExperienceMinimum MBO education (HBO or University level)3+ years experience in a similar position: administration/finances (a must)Basic knowledge of bookkeeping / invoices (a must)Strong presentation and interpersonal skillsStrong time management and analytical skillsSound experience with Microsoft OfficeOur BusinessFor more than a decade, HOSTKEY has been leading the market with competitively-priced colocation services, equipment leasing and reliable cloud solutions for clients across Europe, Russia and North America. Headquartered in Amsterdam and Moscow, our team is made up of tech experts who are dedicated to customer service and cutting-edge solutions.If you fit the profile above and you're intrigued then please do feel free to contact us for an informal chat to find out more: alex (at) hostkey.comJob Type: Full-timeExperience:data entry: 3 years (Preferred)Education:Master's (Preferred)Language:English (Required)Dutch (Required)Russian (Required)",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken/pagead/clk?mo=r&ad=-6NYlbfkN0D4K8omoo6oQI3rTw7VMO9Z3OoT80fdV3ten-VdjRO4amKktGfLLE1dXkBcV7McGA5cg3hs48A8GEMiDAVmLuRajrcWJbGiQU_GQnQvyXhsizgW0z1-a1YJZ8pVfh1wU_iRY6MA9CI-R3CZvqkzlcC_PvMerblzAaInjDXv5sGe8xJ035BdLFIgj-mmrJXJmh9eGb-hZmK4aZ7b9iEy0K1E5MO_aLz5bFVrZnLmZQ632ymJb4wqOwplMCC2ArF4OQSYyUJQvcNaLQuJGFOQigOuFYEKsaE72lRZMvNjIZOMCblyxp719TkFFkegl5iYiFnNhbEaa785xFGGKwWg3T1iNNo5MFD2sjDXNJgJLnSyhC57S8QIDsgx6QxScybFkmXpOZH4zaKwsMw93xDW26Q2KCA34V4q8kcSYnHM2sWlDy5N6shL_QrMdPqPo98EjOPEA0CgXkFGPGBvFrMnbeIdFQHkdnTyxXo=&p=3&fvj=1&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
4,education,Indeed,p_37e37fa9ab92127d,Customer Service Employee,Massimo Gelato Amsterdam, Amsterdam West,"BedrijfsomschrijvingMassimo Gelato is a small business reality growing at an impressive pace!It all started 5 years ago, when Massimo decided to carry his family tradition in the gelato making to Amsterdam, opening his first shop in De Pijp, the beating heart of the city, where students, locals and tourist converge together into a picturesque cenario.Sinc then, Massimo's ambitions were to motivate people on the importance of the quality of what we eat, to show how essential it is to love what you do and how gelato can make us all happy!A few years later, Massimo Gelato has flourished and now it counts the total amount of 3 shops, with a new one coming to life in February 2021. This company aims to involve and inspire young poeple, inviting them to collaborate with us, learn and grow within the company and potentially find their career pathway.Workinh with us has many benefits:- Flexible hours to combine with your study/life commitments- Constant education in different aspcets of the job- Many opportunities for career progression- A dynamic, young and friendly environment- Great interactions with customers- We listen to you and your ideas!If you feel like this is what you are looking for, then we are also looking for you!VacaturetekstGELATO MAKES US HAPPY!Would you like to join and share the ""happiness delivery"" experience of Massimo Gelato?Are you a fun, hard working and dynamic person? Do you enjoy working in a team environment and connect with people from all over the world?Have you had previous experience in the hospitality industry, with a 'soft spot' for food?.... In that case what are you waiting for? APPLY TO WORK WITH US.We are looking for more than 15 customers service representative, strongly client oriented, openminded and happy to learn new things, out of the confort zone.Here's what we're needing from you:- Cv and Motivation letter, to know why you want to be part of this enthusiastic team- a fluent usage of the english language- a minimum or 10 hours per week guaranteed- a minimum of 3 weeks (out of 6) availability during summer holidays- BSN number- Will to Grow and Learn- A big smile on your face and passion for taking care of peopleDeadline sollicitaties: 1-3-2021Verwachte startdatum: 1-2-2021Art der Stelle: TeilzeitGehalt: €10,24 - €11,24 pro StundeStandort:Postcode 1053 SJ in Amsterdam West (Bevorzugt)Homeoffice:Nein",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken/company/Massimo-Gelato-Amsterdam/jobs/Customer-Service-Employee-37e37fa9ab92127d?fccid=f74c3701a3d5e2e6&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,Yes,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
5,education,Indeed,p_06ace4043e2dcf6a,Content Coordinator,ViacomCBS Amsterdam, Amsterdam Noord,"Why ViacomCBS Networks EMEAA? ViacomCBS Networks EMEAA is comprised of many of the world’s most iconic consumer brands. Its portfolio includes Paramount+, Pluto TV, ViacomCBS International Studios, MTV, Nickelodeon, Comedy Central, Paramount Network, BET, Game One and J One, and the cluster spans Africa, Asia, Middle East and all European countries except UK & Ireland. In addition to offering innovative streaming services and digital video products, ViacomCBS Networks EMEAA provides powerful capabilities in production, distribution and advertising solutions for partners across more than 140 countries. ViacomCBS Networks EMEAA brands are seen in more than 340 million households, via 200+ channels in more than 40 languages.
We are home to global brands that connect across all platforms. It starts on screens of all sizes, and it doesn’t stop there. We connect with audiences in the real world through live experiences, huge events, books, toys, games, apps and so much more, giving them ways to engage whenever and wherever they want.

We are pioneers in creating innovative programming for all targets. Our portfolio includes Jersey Shore franchise, MTV’s Ex on the beach, SpongeBob SquarePants, Paw Patrol, Blaze, Shimmer & Shine, The Daily Show with Trevor Noah, Paramount movies and many more...

VCN EMEAA embraces diversity; we are committed to create an environment of inclusion and mutual respect for all candidates and employees. With Diversity and Inclusion at the forefront of all we do, we are proud to be a mirror of the cultures and countries where we operate, Diversity & Inclusion are a key pillar for us to develop our employees, grow our business and contribute to society.

For our Global content operations department, we are recruiting a full-time:
Content Coordinator

As a member of the Global Content Operations team:

Source all content and its technical and editorial metadata required for publication.Ensure content including its editorial metadata is published in time and flawlessly on linear or nonlinear platforms to ensure 99.99% or above uptime.Coordinate, in collaboration with the Brands and Language Operations, all required localisation such as subtitling and dubbing, access services and editorial metadata.Collaborate constructively with peers from Brand and other IMM or VIMN teams.Ensures metadata availability and consistency throughout the complete database.Creates availability lists of our content and metadata and provides this to our multiplatform team and (international) partners.Will work on replacing (parts of) our content (and localization and metadata) database to transform this into one in the highest industry standards.Seeks developmental goals and works to attain them and is open and responsive to feedback.Provides operational support to team/department projects as required by the supervisor.

That’s why we want you to have:

Communicates and listensHighly accurate in entering and checking (meta)data availability and consistencyIs happy to work with operational challengesIs able to work with tight deadlinesClient service mindedEasy to adapt to new workflowsAdvanced computer skillsEducation: MBO/ HBOExperience: Starter – 2 years’ work experienceLanguage skills: Effective communication in English

We offer:

Challenging job in a multicultural environmentUnique and friendly atmosphereMarket-leading professional development opportunitiesCompetitive salary tailored to your skills and experience",-1,-1,https://indeed.nl/rc/clk?jk=06ace4043e2dcf6a&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=015c7f0d848c636f&assa=9258,https://nl.indeed.com/vacature-bekijken?jk=06ace4043e2dcf6a&fccid=3d6b195d79aae694&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,agriculture and industry,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,A,0.2215868477483917,0.7784131522516083,0.49320943531093636,0.5060757684060043,Male,Mixed Age
6,education,Indeed,p_65912c648b4426d5,Intelligence Officer at Ahold Delhaize NfR,Ahold Dellhaize, Zaandam,"An inspiring position in an international (European) work environment;
A dynamic and challenging job with various internal and external stakeholder;
The ability to work in a small team and be part of a great Procurement playing field within a multinational retailer.
A great work-life balance, where overtime is not something we set as the standard;
The opportunity to build further competencies and develop your personal networks within our European brands;
Future career opportunities within our international retail environment (inside or outside the NFR department).

Besides good primary employment benefits, we also offer great secondary benefits such as:
a gross monthly salary up to € 4.000,- (per 40 hours) based on your experience level and the level of peers in the same role.
25,5 vacation days and 19,5 extra free time (ADV), so you can enjoy a well-deserved rest.
an excellent pension plan with an employee contribution of 6.3%.
reimbursement for travel expenses to and from Zaandam.
options to take paid training and education programs.
guaranteed dividends as well as attractive discounts on various insurance policies.
a laptop and phone (iPhone or Samsung).
a 10%-discount on your groceries at our Albert Heijn stores up to €300 per year.
regular fun events, and delectable samplings with free products.",-1,-1,https://indeed.nl/rc/clk?jk=65912c648b4426d5&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=810c34b1889f0b86&assa=130,https://nl.indeed.com/vacature-bekijken?jk=65912c648b4426d5&fccid=237b07f71d39adc8&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
7,education,Indeed,p_c298b62f48e6ca51,Junior Operations Support Coordinator,Creative Clicks, Amsterdam Centrum,"Are you a young professional who's organized, detail-oriented with good follow-up skills? Do you have a strong communication skills and business ethics? Are you focused on details and have great analytical skills? If so we've got a great opportunity for you!

About the role:
You will be working within the Product Management team. You will also be working closely with the other inhouse departments such as Development, Design/Studio, Marketing and Business Intelligence. This will give you the opportunity to participate in a wide variety of work experience. We have an international team and we are working on multiple exciting projects around the word.

Overall Job Responsibilities:

Support managing and improving Customer Service Experience for different projects
Daily monitoring of the Customer Service performance and conduct investigation internally as well as with external partners
Support managing and assessing the customer service team to continually improve processes and results
Support measuring and reporting the Customer Service outcomes
Identify business improvements and opportunities
Support department with operational tasks
Support projects within the team
Work closely together with different departments


About us


At Creative Clicks, we breathe entrepreneurial air. This isn’t optional, it’s an absolute necessity. Started in 2009, we now work with more than 100 employees within 6 offices worldwide and we are active in 65+ countries across six continents. Still, we are one team, with one dream: building the largest mobile marketing platform in the world. With a strong presence in North America, Western Europe, Russia, China and Korea, Creative Clicks offers a range of models, including agency, CPA/CPM/CPI, Cost Plus and more.
We have mastered the science of mobile performance-based advertisement and bring outstanding return on investment for our publishing and advertising partners. We identify opportunities in the field of mobile performance-based marketing and execute them internationally via our unparalleled marketing and distribution network.
How we do this? We believe everyone is unique. So: be you. Our success is a result of our Triple E Philosophy. Be the Energetic and Entrepreneurial Expert. Dream big, everything is possible. We give our people autonomy and accountability, without internal politics. And we celebrate our successes together, every day.

To be successful you'll need:

Education & Experience

Bachelor/Masters Degree in relevant direction (for example Business Studies, Communication and Online Marketing)
1+ years of experience in online customer – service / -communication/ -journey
You have affinity with numbers and trends.

You are proficient in English (both spoken and written).


What kind of person you are:

You are organized, detail-oriented with good follow-up skills
You have a strong communication skill and business ethics
You have a strong attention to detail and analytical skills
You are pro-active and initiative
You are ambitious and willing to learn

What do we offer?

Working at Creative Clicks means working in a highly energetic environment where we have fun and work whenever necessary. Surrounded by entrepreneurial people in a rapidly growing company, you grow by experimenting and discovering. Just do it!

Our experts have a lot of in-house knowledge and to stay ahead we are always open to refreshing ideas. Together we develop more. Do you want to celebrate our successes with us on boat trips, parties and weekly Friday drinks at our rooftop terrace? And for once, let’s not be humble: come join us in our beautiful office in the heart of the city overlooking the canals of Amsterdam!

Apply? Can’t you wait? This job is open for candidates who are already living in the Netherlands.",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken?jk=c298b62f48e6ca51&fccid=15d403cd3a93e272&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,Yes,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
8,education,Indeed,p_5e7f14ff649e025b,Project Assistant,De Brauw Blackstone Westbroek, Amsterdam,"Project Assistant (1.0 FTE)
About the position
In your role as Project Assistant, you will fully support the lawyers within the specific project(s). Depending on the size of the project, a project assistant will support various projects at once.

The activities include among others:

Independently supports the project team(s) (lawyers) by monitoring and administrating with regard to filings, deadlines, due dates and progress
Helps to continuously improve and optimise processes
Works pro-actively, communicates and works together with colleagues, and is flexible and visible
Handling and tracking of legal papers and documents
Word processing, creating files, and archiving activities
Manage workstreams
Preparing invoices and checking budget tools
Check and send out fee-updates
Planning and coordinating internal and external meetings
Selecting and visiting hearing locations and negation with hotels
Taking care of all facilities during a hearing

Who are you?
Our ideal candidate:

Has vocational degree (MBO) and professional ability at higher professional education level (HBO)
Knowledge of legal terminology/procedures
Has 5+ years of relevant work experience in a similar position (preferably within the legal sector)
Has excellent command of Dutch and good command of English, both written and verbal
Has excellent knowledge of MS Office programs; Word, Outlook, Excel and PowerPoint
Is accurate and takes ownership
Is flexible, proactive, customer-oriented and able to work well together with both our lawyers and other secretarial colleagues.

Who are we?

De Brauw Blackstone Westbroek is an international law firm that is deeply rooted in the Netherlands. De Brauw advises more than 70% of the largest multinationals with headquarters in the Netherlands. De Brauw specialises in high-quality legal advice in complex transactions, proceedings and regulatory issues for companies and financial institutions. Over the years, De Brauw has built up a large and close-knit international network of renowned law firms. About 650 individuals are on staff at De Brauw in Amsterdam, Brussels, London, Shanghai and Singapore.",-1,-1,https://indeed.nl/rc/clk?jk=5e7f14ff649e025b&from=vj&mvj=0&vjfrom=vjs&pos=bottom&astse=310c30421afc6946&assa=2325,https://nl.indeed.com/vacature-bekijken?jk=5e7f14ff649e025b&fccid=159fccc90fce5c3e&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,financial institutions,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,K,0.39416058394160586,0.6058394160583942,0.5328467153284672,0.46715328467153283,Mixed Gender,Older
9,education,Indeed,p_022946ddcf4beb0f,Sales Assistant PRADA (m/f/x),Prada Netherlands BV, Amsterdam,"The PRADA Group is one of the world’s leaders in the design, production and distribution of luxury handbags, leather goods, footwear, ready-to-wear apparel, accessories, eyewear and fragrances. The Group owns some of the most prestigious international brands: PRADA, MIU MIU, Car Shoe and Church’s. Our traditional family business combines fashion and craftsmanship with art and architecture and thus sets trends.For our PRADA Store in Amsterdam we seek as soon as possible a reliable and motivatedSales Assistant (m/f/x)Tasks:Sales of our high-quality collectionsQualified customer service and customer loyaltyGoods storage and careCash deskProfile:Training in retail or equivalent trainingRelevant working experience, ideally in the luxury or premium sectorHigh affinity for luxury productsPositive charisma and hands-on mentalityFun in dealing with ambitious and international customersHigh sense of responsibility and teamplayingFluent language skills in Dutch and English expectedWe offer an interesting job in an international and dynamic environment. Please send your complete application including your salary expectations, the store you are applying for and your earliest possible starting date to:PRADA Netherlands B.V.Mr Bastian KruesmannFor more information about PRADA Group, please visit www.pradagroup.comWe ask for your understanding that we only consider online applications. Applications by post mail cannot be processed. Original documents will not be returned.Job Types: Full-time, PermanentEducation:PreferredLocation:Amsterdam (Preferred)",-1,-1,https://indeed.nljavascript:void(0);,https://nl.indeed.com/vacature-bekijken/company/Prada-Germany-GmbH/jobs/Sales-Assistant-Prada-022946ddcf4beb0f?fccid=11d9ebe36347b8da&vjs=3,4 dagen geleden,4 dagen geleden,2021-01-22,en,No,No,education,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
